央视卫视,#genre#
未知8FHD[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226606/index.m3u8
未知9FHD[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226608/index.m3u8
未知10FHD[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226695/index.m3u8
黑莓动画[1920*1080],http://112.17.40.145/PLTV/88888888/224/3221226654/index.m3u8
国产动画[1280*720],http://112.17.40.145/PLTV/88888888/224/3221226178/index.m3u8
嘉佳卡通[768*576],http://112.17.40.140/PLTV/88888888/224/3221226461/index.m3u8
金鹰卡通[1047*576],http://183.207.249.5:80/PLTV/4/224/3221226303/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=aCFqDK%2BlMjoMIEXZaHkjSsvhsge7WUXGRkzuZOYZnt6IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCIXsCdU7YQCD3z6P8VUSOmnUakgAT5yOTni3ffh11JW3w%3D%3D%3A20180401125502%2C18851042983%2C112.25.7.202%2C20180401125502%2CG_JINYING%2C8BC8EA79A600C2137458F27D6988FF18%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=724
金鹰卡通[768*576],http://112.17.40.140/PLTV/88888888/224/3221226190/index.m3u8
金鹰卡通[768*576],http://121.31.30.90:8085/ysten-business/live/jinyingkaton/1.m3u8
俄罗斯音乐台[1920*1080],http://hls-video01.cdnvideo.ru/video01/smil:video01.smil/chunklist_b4128000.m3u8
日本l全天新闻[854*480],https://n24-cdn-live.ntv.co.jp/ch01/High.m3u8
韩国l朝鲜中央台[1280*720],http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
印度l音乐电视台[1280*720],http://104.237.60.234/live/gabruutv.m3u8?dsjtv.m3u8
1 Music Channel[1047*576],http://1music.hu/1music.m3u8
1 РНК[1280*720],http://62.76.27.70:8081/1pnk/1pnk/playlist.m3u8
112 UA[1280*720],http://app.live.112.events/hls-ua/112hd_mid/index.m3u8
13 Max[1280*720],http://coninfo.net:1935/13maxhd/live_720p/chunklist.m3u8
218 News[1920*1080],http://95.85.47.43/libya218news/tracks-v1a1/mono.m3u8
24 Татарстан[1280*720],http://stream.efir24.tv:1935/live/efir24tv/chunklist_w911723307.m3u8
24 Украина[1024*576],http://tv.balkanweb.com:8081/news24/livestream/playlist.m3u8
24/7 Noticias | SD[1280*720],http://59c5c86e10038.streamlock.net:1935/6605140/6605140/playlist.m3u8
3 Цифровой[768*576],http://cdn1.live-tv.od.ua:8081/3tvod/3tvod-abr/playlist.m3u8
34 Канал (Днепр)[1024*576],http://streamvideol.luxnet.ua/34ua/34ua.stream/chunklist.m3u8
360/СИН (Сургут)[1280*720],http://video1.in-news.ru/360/index.m3u8
7 канал (KZ)[785*432],https://sc.id-tv.kz/7_kanal_38_39.m3u8
7 канал (KZ)[1280*720],http://cdn10.live-tv.od.ua:8081/7tvod/7tvod/playlist.m3u8
7 Канал (Одесса)[1280*720],http://cdn10.live-tv.od.ua:8081/7tvod/7tvod-abr/7tvod/7tvod/playlist.m3u8
8 канал (Владивосток)[960*540],https://livestream.8kanal.tv/hls/livestream_high.m3u8
86 Канал (Сургут)[256*144],https://sitv.ru/hls/s86128.m3u8
88 Stereo[720*486],http://k3.usastreams.com:1935/CableLatino/88stereo/playlist.m3u8
88 Stereo[720*486],http://68.235.48.51:1935/CableLatino/88stereo/playlist.m3u8
A2[785*432],http://sc.id-tv.kz/A2_36_37.m3u8
ACB TV[1280*720],http://acbtv.vintera.tv:8081/acbtv/acbtv_stream/playlist.m3u8
Akit TV[1280*720],http://akittv-live.ercdn.net/akittv/akittv.m3u8
AL Hurra[864*486],http://mbnhls-lh.akamaihd.net/i/MBN_1@118619/master.m3u8
Al Kass Sports 1[854*480],http://www.elahmad.com/tv/m3u8/alkass.m3u8
Alfaomega TV[960*540],http://s5.alfaomega.tv:1935/alfaomega/alfaomega1.sdp/playlist.m3u8
ALIENTO VISION TV[1282*720],https://livestreamcdn.net:444/AlientoSD/smil:AlientoSD.smil/chunklist_w1952507674_b1300000_slen.m3u8
Alsace 20[640*360],http://live.alsace20.fr/live/alsace20/ngrp:alsace20_all/playlist.m3u8
American Horrors[716*405],http://170.178.189.66:1935/live/Stream1/.m3u8
Ariana News[640*360],https://d10rltuy0iweup.cloudfront.net/ATNNEWS/myStream/chunklist_w796472816.m3u8
Ariana TV[854*480],http://d2g7v53450s2i2.cloudfront.net/ATNUS/streamdelay/chunklist_w1314452267.m3u8
Arirang TV[1920*1080],http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
Art Sports[640*360],http://tv3.streampulse.eu:1935/tilesport/movie2/chunklist.m3u8
Atameken[1280*720],http://live-atameken.cdnvideo.ru/atameken/atameken_hq.sdp/playlist.m3u8
Atameken[1280*720],http://live-atameken.cdnvideo.ru/atameken/atameken_hq.sdp/chunklist.m3u8
Atameken Business[1280*720],https://live-atameken.cdnvideo.ru/atameken/smil:atameken.smil/playlist.m3u8
ATG[768*432],https://httpcache0-00688-cacheliveedge0.dna.qbrick.com/00688-cacheliveedge0/out/u/atg_sdi_1_free_3.m3u8
AUTOMOTO TV[720*406],http://100automoto.tv:1935/bgtv1/autotv/playlist.m3u8
Bahrain Sport[1280*720],http://185.105.4.106:1935/live/Bahrain%20Sports/chunklist_w1452818509.m3u8
Bambarbia TV[1920*1080],http://cdn1.live-tv.od.ua:8081/bbb/bbbtv-abr/playlist.m3u8
Bambarbia TV[1920*1080],http://cdn1.live-tv.od.ua:8081/bbb/bbbtv-abr/bbb/bbbtv-720p/playlist.m3u8
BBC Cbeebies[1024*576],http://51.52.156.22:8888/http/003
BBC World News (EN)[1024*576],http://51.52.156.22:8888/http/004
央视1频道,#genre#
CCTV-1[1920*1080],http://223.110.245.173:80/PLTV/4/224/3221227375/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCIX6MaJAHrUCauZm95broRlEddRo95lNXsf3o1WEjv9bw%3D%3D%3A20180401114131%2C18851042983%2C112.25.7.202%2C20180401114131%2CG_CCTV-1-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=23
CCTV-1[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226541/index.m3u8
CCTV-1[1920*1080],http://ivi.bupt.edu.cn/hls/cctv1hd.m3u8
CCTV-1[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226527/index.m3u8
CCTV-2[1047*576],http://183.207.249.13:80/PLTV/4/224/3221225881/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCIWM21IfpBsgFoJzR4Ey775UiaX75VtxTFOjI9%2FP81tMQ%3D%3D%3A20180401114618%2C18851042983%2C112.25.7.202%2C20180401114618%2CG_CCTV-2%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=804
CCTV-3[1920*1080],http://183.207.249.35:80/PLTV/4/224/3221227295/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCI5YCFRRaDkhmdhSehIyRk%2Few6xQDhkDakc5OtrePbg1Q%3D%3D%3A20180401114727%2C18851042983%2C112.25.7.202%2C20180401114727%2CG_CCTV-3-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=4344
CCTV-3[1920*1080],http://ivi.bupt.edu.cn/hls/cctv3hd.m3u8
CCTV-3[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226431/index.m3u8
CCTV-4[1047*576],http://183.207.249.15:80/PLTV/4/224/3221225781/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCIhD5SoqjP2WMB9gFRrXD3CarKd7z7D2WzY5igx0bjW1w%3D%3D%3A20180401114856%2C18851042983%2C112.25.7.202%2C20180401114856%2CCCTV-4%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=824
CCTV-5[1920*1080],http://223.110.245.172:80/PLTV/4/224/3221227298/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCIEJD2q6J6%2FqSd9w9RqyhwcBco7qnnT7uPYXXv7lnB5MQ%3D%3D%3A20180401114954%2C18851042983%2C112.25.7.202%2C20180401114954%2CG_CCTV-5-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=23
CCTV-5[1920*1080],http://183.207.249.35:80/PLTV/4/224/3221227381/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzA4vtSIDkGIgBiaqrfuKfc0%2BwWipdMTdABhAgmyZ6eCL7uMeWLB08aeJbatS38YYbbsmc7JeFjK09jPSHLlcq7Q%3D%3D%3A20180401115202%2C18851042983%2C112.25.46.66%2C20180401115202%2CG_CCTV-5PLUS-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=4344
CCTV-5[1920*1080],http://ivi.bupt.edu.cn/hls/cctv5phd.m3u8
CCTV-5[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226562/index.m3u8
CCTV-6[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226433/index.m3u8
CCTV-6[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226487/index.m3u8
CCTV-7[1920*1080],http://183.207.249.36:80/PLTV/4/224/3221227314/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABhAgmyZ6eCJ5kAtINs5cJtty3SW9S%2FLnoNhIFTzl5b89rbO6l%2FXORA%3D%3D%3A20180401120947%2C18851042983%2C112.25.46.67%2C20180401120947%2CG_CCTV-7-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=4364
CCTV-8[1920*1080],http://223.110.245.172/PLTV/4/224/3221227304/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzA4vtSIDkGIgBiaqrfuKfc0%2BwWipdMTdABhAgmyZ6eCJrZyLRslO1tkZ1v0tV3cu8rO%2B%2BTCJfUinSAiF%2FWNG1iA%3D%3D%3A20180401115511%2C18851042983%2C112.25.46.66%2C20180401115511%2CG_CCTV-8-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=23
CCTV-8[1920*1080],http://ivi.bupt.edu.cn/hls/cctv8hd.m3u8
CCTV-8[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226330/index.m3u8
CCTV-8[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226493/index.m3u8
CCTV-9[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226156/index.m3u8
CCTV-9[768*576],http://112.17.40.140/PLTV/88888888/224/3221226561/index.m3u8
CCTV-10[1920*1080],http://183.207.249.34:80/PLTV/4/224/3221227317/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABhAgmyZ6eCInWD67wgTAJXs%2BSwz%2Bx%2FLkCoEZ3dZ21EH%2FtSLVLC7%2FHA%3D%3D%3A20180401121212%2C18851042983%2C112.25.46.67%2C20180401121212%2CG_CCTV-10-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=4344
CCTV-10[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226199/index.m3u8
CCTV-10[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226472/index.m3u8
CCTV-11[1047*576],http://223.110.245.169:80/PLTV/4/224/3221227384/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABhAgmyZ6eCIburiQ3nf8nBwU5Yl3nbAQ3MzF%2BeJUfOz5u0gFlvWZLA%3D%3D%3A20180401121234%2C18851042983%2C112.25.46.67%2C20180401121234%2CG_CCTV-11-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=43
CCTV-11[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226554/index.m3u8
CCTV-11[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226560/index.m3u8
CCTV-12[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226167/index.m3u8
CCTV-12[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226563/index.m3u8
CCTV-12[1047*576],http://183.207.249.5:80/PLTV/4/224/3221225803/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABhAgmyZ6eCL1wpp%2Bwzf6gHZPd4VIxoe3FEsznW2IF48%2BdbgFFs7omg%3D%3D%3A20180401121308%2C18851042983%2C112.25.46.67%2C20180401121308%2CCCTV-12%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=724
CCTV-13[1920*1080],http://183.207.249.36:80/PLTV/4/224/3221227387/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABhAgmyZ6eCJfP0Ac3td%2FOmE852rVD7h16CRgd6UpNLMSQENGhXOBYw%3D%3D%3A20180401121342%2C18851042983%2C112.25.46.67%2C20180401121342%2CG_CCTV-13-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=4364
CCTV-14[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226565/index.m3u8
CCTV-14[1047*576],http://183.207.249.12:80/PLTV/4/224/3221225813/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABhAgmyZ6eCK%2BPU5cjC0EvJRlcKkP6HOkD9g3LOX7Hv2PAtoZmE79Uw%3D%3D%3A20180401121628%2C18851042983%2C112.25.46.67%2C20180401121628%2CG_CCTV-14%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=784
CCTV-15[1280*720],http://112.17.40.140/PLTV/88888888/224/3221226556/index.m3u8
CCTV-15[1047*576],http://183.207.249.5:80/PLTV/4/224/3221225817/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABhAgmyZ6eCIgvOgEa4MdLqFYAk5s3cKBzZeiBmQJPXTVqa0J4bRcWg%3D%3D%3A20180401121717%2C18851042983%2C112.25.46.67%2C20180401121717%2CG_CCTV-15%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C
央视2频道,#genre#
CCTV-1[1280*720],http://125.210.152.18:9090/live/CCTV1HD_H265.m3u8
CCTV-1[1920*1080],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=29&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-1[1280*720],http://121.31.30.90:8085/ysten-business/live/cctv-1/1.m3u8
CCTV-2[640*360],http://125.210.152.18:9090/live/CCTV2HD_H265.m3u8
CCTV-2[1920*1080],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=10&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-2[785*576],http://121.31.30.90:8085/ysten-business/live/cctv-2/1.m3u8
CCTV-3[1280*720],http://125.210.152.18:9090/live/CCTV3HD_H265.m3u8
CCTV-3[1920*1080],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=21&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-4[785*576],http://121.31.30.90:8085/ysten-business/live/cctv-4/1.m3u8
CCTV-4[1920*1080],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=26&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-5[1280*720],http://125.210.152.18:9090/live/CCTV5HD_H265.m3u8
CCTV-5[1280*720],http://121.31.30.90:8085/ysten-business/live/cctv-5/1.m3u8
CCTV-6[1280*720],http://125.210.152.18:9090/live/CCTV6HD_H265.m3u8
CCTV-6[1920*1080],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=11&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-6[1280*720],http://121.31.30.90:8085/ysten-business/live/cctv-6/1.m3u8
CCTV-7[640*360],http://125.210.152.18:9090/live/CCTV7HD_H265.m3u8
CCTV-7[1920*1080],http://121.31.30.90:8085/ysten-business/live/cctv-7/1.m3u8
CCTV-7[1920*1080],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=28&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-8[1280*720],http://125.210.152.18:9090/live/CCTV8HD_H265.m3u8
CCTV-8[1920*1080],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=32&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-8[1280*720],http://121.31.30.90:8085/ysten-business/live/cctv-8/1.m3u8
CCTV6[1920*1080],http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227209/index.m3u8
CCTV6[1920*1080],http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221225548/index.m3u8
CCTV-8FHD[1920*1080],http://223.110.243.171/PLTV/3/224/3221227204/index.m3u8
CCTV-9[640*360],http://125.210.152.18:9090/live/CCTVJLHD_H265.m3u8
CCTV-9[1920*1080],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=33&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-10[640*360],http://125.210.152.18:9090/live/CCTV10HD_H265.m3u8
CCTV-10[785*576],http://121.31.30.90:8085/ysten-business/live/cctv-10/1.m3u8
CCTV-11[1280*720],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=53&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-11[1280*720],http://121.31.30.90:8085/ysten-business/live/cctv-11/1.m3u8
CCTV-12[640*360],http://125.210.152.18:9090/live/CCTV12HD_H265.m3u8
CCTV-12[1920*1080],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=34&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-12[785*576],http://121.31.30.90:8085/ysten-business/live/cctv-12/1.m3u8
CCTV-13[1024*576],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=64&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-13[768*576],http://125.210.152.18:9090/live/CCTV13_750.m3u8
CCTV-13[1280*720],http://121.31.30.90:8085/ysten-business/live/cctv-13/1.m3u8
CCTV-15[1280*720],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=54&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-15[1280*720],http://121.31.30.90:8085/ysten-business/live/cctv-15/1.m3u8
卫视频道,#genre#
东方卫视[1920*1080],http://223.110.243.138/ott.js.chinamobile.com/PLTV/3/224/3221227208/index.m3u8
东方卫视[1920*1080],http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227396/index.m3u8
